"Hits: 3697","page_num: 1","page_size: 2000","Keyword Version: 21.1","Revision: 2025-04-21 07:18:04","Timestamp: 2025-04-27 22:52:39","Terms Of Use: https://cdn.earthdata.nasa.gov/conduit/upload/5182/KeywordsCommunityGuide_Baseline_v1_SIGNED_FINAL.pdf","The most up to date XML representations can be found here: https://gcmd.earthdata.nasa.gov/kms/concepts/concept_scheme/providers/?format=xml","Case native"
Bucket_Level0,Bucket_Level1,Bucket_Level2,Bucket_Level3,Short_Name,Long_Name,Data_Center_URL,UUID
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/NPS/GEOL/ED","Educational Resources, Geology Division, National Park Service, U.S. Department of the Interior","http://www2.nature.nps.gov/geology/education/","83f8da56-f13b-4bd4-9ef3-c2f69ccf2492"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/NPS/PCA","Plant Conservation Alliance, National Park Service, U.S. Department of the Interior","http://www.nps.gov/plants/","281c9606-4392-4e49-b7fc-a695dbafc8cc"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/NPS/RMNP","Rocky Mountain National Park Field Station, National Park Service, U.S. Department of the Interior","http://www.nrmsc.usgs.gov/","1fd8c521-00fa-4b5f-bfe3-08a4e927e369"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/NPS/SKCNP","Sequoia and Kings Canyon National Park, National Park Service, U.S. Department of the Interior","http://www.nps.gov/seki/","c1b02f6e-f5c9-414f-aa54-667dd669618b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/NPS/YNP/SAC","Spatial Analysis Center, Yellowstone National Park, National Park Service, U.S. Department of the Interior","http://www.nps.gov/yell/naturescience/spatialanalysiscenter.htm","11dc33b4-cdbd-4961-af66-e5029b8c9257"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/USFWS/CFWO","Carlsbad, Fish and Wildlife Office, Fish and Wildlife Service, U.S. Department of the Interior","http://pacific.fws.gov/index.cfm","8431b551-608c-4ecf-b782-e98a8834e70e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/USFWS/FWMHR","Division of Fish and Wildlife Management and Habitat Restoration, U.S. Fish and Wildlife Service, U.S. Department of the Interior","http://www.fws.gov/fisheries/FWSMA/","e1f9dd35-5e26-408a-adc8-1fb132cd0d52"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/USFWS/GIS","Geospatial Services, Fish and Wildlife Service, U.S. Department of the Interior","http://www.fws.gov/GIS/index.htm","f189190c-59ca-41ab-895a-72145922795a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/USFWS/MFRO","Maryland Fisheries Resource Office, U.S. Fish and Wildlife Service, U.S. Department of the Interior","http://marylandfisheries.fws.gov/","f676caa2-0d9c-4b4b-89d2-4bc1e02edb3c"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/USFWS/NER/CSDS","Cartography and Spatial Data Services, Northeast Region, U.S. Fish & Wildlife Service, U.S. Department of the Interior","http://northeast.fws.gov/gis/","012ab78f-225d-429a-92f4-a375f2d2541e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","","","DOI/USFWS/NWI","National Wetlands Inventory, U.S. Fish and Wildlife Service, U.S. Department of the Interior","https://www.fws.gov/wetlands/","19381fdb-899a-417d-a778-5a19519d59ba"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/ASC/BR","Biological Resources of Alaska, Alaska Science Center, U.S. Geological Survey, U.S. Department of the Interior","http://alaska.usgs.gov/science/biology/index.php","8070c56d-e068-4d8c-b25b-f780a300611c"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/ASC/GEOG/AGDC","Alaska Geospatial Data Clearinghouse, Geography, AK Science Center, U.S. Geological Survey, U.S. Department of the Interior","http://agdc.usgs.gov/","85678b25-4e42-4563-8b1d-bf672f9a5b54"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/ASC/WR","Water Resources of Alaska, Alaska Science Center, U.S. Geological Survey, U.S. Department of the Interior","http://alaska.usgs.gov/science/water/index.php","02d1630b-98b4-43a9-bac7-5c8dee0fceda"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/CERC","Columbia Environmental Research Center, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://www.cerc.usgs.gov/","41917729-ea7b-46f7-aab1-65f3a5d0e780"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/CERC/PUBS","Publications, Columbia Environmental Research Center, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://www.cerc.usgs.gov/Publications.aspx?ContentId=331","31a8c17b-f133-4b3b-bd49-3efe7266c109"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/FRESC","Forest Rangeland Ecosystem Science Center, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://fresc.usgs.gov/","4665264e-cadd-4a34-9d74-cc902ed64116"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/GAP","Gap Analysis Program, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://gapanalysis.usgs.gov/","821bb6eb-7fc3-4fbc-83c9-2696bdb020f4"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/LSC","Leetown Science Center, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://www.lsc.usgs.gov/","5c3261db-5177-4466-ae80-b0bf36fbb6f6"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/LSC/NARL","Northern Appalachian Research Laboratory, Leetown Science Center, Biological Resources Division, USGS, U.S. Department of the Interior","http://www.lsc.usgs.gov/?q=northern-appalachian-research-branch","f9fd7b6e-f71d-4650-9835-0c627917b364"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/NPWRC","Northern Prairie Wildlife Research Center, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://www.npwrc.usgs.gov/","6d2f71ea-e61b-4d89-b943-e27153eddade"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/NWHC/WNV","West Nile Virus, National Wildlife Health Center, Biological Resources Division, USGS, U.S. Department of the Interior","http://www.nwhc.usgs.gov/disease_information/west_nile_virus/index.jsp","45c53f18-788a-4435-9040-4a223c38e738"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/NWRC","National Wetlands Research Center, Biological Resources Division, USGS, U.S. Department of the Interior","http://www.nwrc.usgs.gov/","68bc0097-3d67-404a-bb16-98a15652d8e8"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/NWRC/SDMS","Spatial Data and Metadata Server, National Wetlands Research Center, Biological Resources Division, USGS, U.S. Department of the Interior","http://sdms.cr.usgs.gov/","b0ac4619-879a-41ac-a2e7-223cbcbd177d"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/PIERC","Pacific Island Ecosystems Research Center, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://www.usgs.gov/ecosystems/pierc/","bdc03063-831f-459b-bd8b-7f0f81233c05"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/PWRC/BBS","Breeding Bird Survey, Patuxent Wildlife Research Center, Biological Research Division, USGS, U.S. Department of the Interior","http://www.mbr-pwrc.usgs.gov/bbs/","80a4414c-7d3c-4005-8006-3f5cbfbbb97e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/PWRC/LIBRARY","Library Resources, Patuxent Wildlife Research Center,  Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://www.pwrc.usgs.gov/library/","728b2cc6-570b-474d-9b98-d98774063f4d"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/PWRC/NABBS","North American Breeding Bird Survey, Patuxent Wildlife Research Center, Biological Resources Division, USGS, U.S. Department of the Interior","http://www.pwrc.usgs.gov/BBS/","8de19d28-6f07-4af0-b02e-b2fea9a97ece"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/UMESE/DSS","Decision Support Systems, Upper Midwest Environmental Sciences Center, Biological Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://www.umesc.usgs.gov/","37cb51d6-f489-49e4-aa2e-d0dcff14711e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/BRD/WERC/YNP","Yosemite National Park Field Station, Western Ecological Research Center, Biological Resources Division, USGS, U.S. Department of the Interior","http://www.werc.usgs.gov/location.aspx?locationid=13","53e0b286-bb46-433e-852e-951c78b301a1"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CBOS","Chesapeake Bay Observing System, U.S. Geological Survey, U.S. Department of the Interior","http://md.water.usgs.gov/posters/CBOS/","4e711def-fef0-4cdf-a8d6-f5e183fbdef1"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CGGSC","Crustal Geophysics and Geochemistry Science Center, U.S. Geological Survey, U.S. Department of the Interior","http://crustal.usgs.gov/index.html","0a752255-8160-42d1-b84e-679d3e1e5edf"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CHESAPEAKE","Chesapeake Bay, U.S. Geological Survey, U.S. Department of the Interior","http://chesapeake.usgs.gov","66a197ce-0b30-44ff-ad15-6820a6ef5742"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CMG","Coastal and Marine Geology, U.S. Geological Survey, U.S. Department of the Interior","http://marine.usgs.gov/","3af716db-bed8-4f41-b435-a58898e0eb72"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CMG/SP","St. Petersburg Coastal and Marine Science Center, Coastal and Marine Geology, U.S. Geological Survey, U.S. Department of the Interior","http://coastal.er.usgs.gov/","91b2bd13-1307-4b38-95a5-ee2b93d1e146"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CMG/WHSC/MRIB","Marine Realms Information Bank, Woods Hole Science Center, Coastal and Marine Geology, USGS, U.S. Department of the Interior","http://mrib.usgs.gov/","bb9f9124-dce6-4b99-b77b-a3479eebd873"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CMG/WRCMG/IB","InfoBank, Western Region CMG, Coastal and Marine Geology, U.S. Geological Survey, U.S. Department of the Interior","http://walrus.wr.usgs.gov/infobank/","3ac02bc9-7b46-4c1c-8dd2-d9fcfa9d6945"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CMG/WRCMG/NAMSS","National Archive of Marine Seismic Surveys, Western Region CMG, Coastal and Marine Geology, U.S. Geological Survey, U.S. Department of the Interior","http://walrus.wr.usgs.gov/NAMSS/","336c783b-9af1-47b5-9dcd-8ded12bab3dc"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/CSAS/USGS-NPS-VCP","USGS-NPS Vegetation Characterization Program, Core Science Analytics and Synthesis, U.S. Geological Survey, U.S. Department of the Interior","http://www.usgs.gov/core_science_systems/csas/vip/","43f7029e-ab69-48ce-9b91-f4829ce8caf6"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/ED","Education Department, U.S. Geological Survey, U.S. Department of the Interior","http://education.usgs.gov/","ce49b1e8-14a5-4e92-8a60-729b2d7506a3"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/ENERGY/CR/CET","Central Energy Team, Central Region, Energy Team, U.S. Geological Survey, U.S. Department of the Interior","http://energy.cr.usgs.gov/","bbab8df6-3273-41bb-af50-421d412a5255"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/ENERGY/ER/EERT","Eastern Energy Resources Team, Eastern Region, Energy Team, U.S. Geological Survey, U.S. Department of the Interior","http://energy.er.usgs.gov/","0f354df2-e202-4366-9c2b-2a9846318cf7"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/FORT","Fort Collins Science Center, U.S. Geological Survey, U.S. Department of the Interior","https://www.fort.usgs.gov/","fbbb6254-1093-45b1-bfbe-5aeff6735acf"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/","Geology Division, U.S. Geological Survey, U.S. Department of the Interior","http://geology.usgs.gov/index.htm","c4dc6c7d-5384-4b67-bd9c-d8440470e253"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/ARP/PIGWAD","Planetary Interactive G.I.S.-on-the-Web Analyzable Database, Astrogeology Research Program,  Geology Division, U.S. Geological Survey , U.S. Department of the Interior","http://webgis.wr.usgs.gov/","c5177a5a-dfa2-4602-92f7-b71489d019d6"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/CR/BRR","Branch of Regional Research, Central Region, Geology Division, U.S. Geological Survey, U.S. Department of the Interior","http://wwwbrr.cr.usgs.gov/","51f17049-1f2c-4d74-8572-74786c08c082"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/CR/SL","Spectroscopy Lab, Central Region, Geology Division,  USGS, U.S. Department of the Interior","http://speclab.cr.usgs.gov","4bc6ceec-76c7-4c5a-bede-3b7f1d914e9b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/EHP/EQC","Earthquake Center, Earthquake Hazards Program, Geological Division, U.S. Geological Survey,  U.S. Department of the Interior","http://earthquake.usgs.gov/eqcenter/","b1b249b8-a83f-47ef-a0b5-a5833af1e102"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/EHP/H&P","Hazards & Preparedness, Earthquake Hazards Program, Geological Division, U.S. Geological Survey,  U.S. Department of the Interior","http://eqhazmaps.usgs.gov/","d8c422c7-612e-4f31-add3-50de4c4d1ea1"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/EHP/S-CA","Southern California, Earthquake Hazards Program, Geological Division, U.S. Geological Survey, U.S. Department of the Interior","http://earthquake.usgs.gov/regional/sca/","2e2095eb-69ff-4214-bfc5-9dbd2133e1d5"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/FM","Formal Metadata, Geology Division, U.S. Geological Survey, U.S. Department of the Interior","http://geology.usgs.gov/tools/metadata/","ed81cad0-f9e4-409e-aefc-8053c864d25a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/GCRP","Global Change Research Program, Eastern Region, Geology Division, U.S. Geological Survey, U.S. Department of the Interior","http://geochange.er.usgs.gov/","0e9be31a-3428-4111-9a18-d4b9bc850d2b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/GCRP/PUBS","Publications and Data, Global Change Research Program, Eastern Region, Geology Division, U.S. Geological Survey, U.S. Department of the Interior","http://geochange.er.usgs.gov/pub/info/holdings.html","ad1fd6ba-8bea-4a0b-a911-ba1a6daee260"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/MENLO PARK","USGS, Geology Division, Menlo Park, CA, U.S. Department of the Interior","http://walrus.wr.usgs.gov/","612fd103-1b25-404c-aa8c-d3453a5efdfc"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/MRP/SP","Spatial Data, Mineral Resource Program, Geology Division, U.S. Geological Survey, U.S. Department of the Interior","http://mrdata.usgs.gov/","fb09e2a9-cc37-4c41-b524-bec0ef60ccd9"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/NGMDB","National Geologic Map Database, Geological Division, U.S. Geological Survey,  U.S. Department of the Interior","http://ngmdb.usgs.gov/","ff2f2855-6cdd-4bf0-a4ea-5aa61698d765"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/NGP","National Geomagnetism Program, Geological Division, U.S. Geological Survey,  U.S. Department of the Interior","http://geomag.usgs.gov/","407cb534-0bc6-40f8-82bf-5bbebffbfa1e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/VHP","Volcano Hazards Program, Geological Division, U.S. Geological Survey,  U.S. Department of the Interior","http://volcanoes.usgs.gov/","6a13ee6c-840f-4084-8fdc-ea47f4077d69"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GD/WR/ESP","Earth Surface Processes, Western Region, Geology Division, USGS, U. S. Department of the Interior","http://geology.wr.usgs.gov/","3bf286ba-2783-4de6-beda-014709e58a4f"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GEOG/CAS","Cartographic Applications Software, Geography Division, U.S. Geological Survey, U.S. Department of the Interior","http://geography.usgs.gov/www/html/cartsoft.html","6a83e960-11e2-4851-93f0-9935944a5bd7"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GEOG/MCGSC","Mid-Continent Geographic Science Center, Geography Division, U.S. Geological Survey, U.S. Department of the Interior","http://mcgsc.usgs.gov/","0ec8e0e6-cea1-4f88-99cf-f792e075bedb"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GEOG/MCMC","Mid-Continent Mapping Center, Geography Division, U.S. Geological Survey, U.S. Department of the Interior","http://mcmcweb.er.usgs.gov/","39750781-f4e8-421e-bf0c-eeee82e45774"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GEOG/MCMC/NHD","National Hydrography Dataset, Spatial Data Transfer Standard Info Ste, Mid-Continent Mapping Center, Geography Division, U.S. Geological Survey, U.S. Department of the Interior","http://nhd.usgs.gov/","40e27904-26e2-4743-83ee-51aabff06a7f"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GEOG/NSDI/GEOSCI","Geoscience Data Catalog, National Spatial Data Infrastructure, U.S. Geological Survey, Geography Division, U.S. Department of the Interior","http://geo-nsdi.er.usgs.gov/","632f2c39-b83f-4758-bd08-da437fb4ab52"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GEOG/RMMC","Rocky Mountain Mapping Center, Geography Division, U.S. Geological Survey, U.S. Department of the Interior","http://rockyweb.cr.usgs.gov/","99603158-1834-4e9f-83fa-8d72db528e73"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/GEOG/WRG/MOJAVE","Mojave Desert, Western Region Geography, Geography Division, U.S. Geological Survey, U.S. Department of the Interior","http://geography.wr.usgs.gov/mojave/","7582e127-e12b-4a55-b23e-8662437904ce"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/JEM","Joint Ecosystem Modeling, U.S. Geological Survey, U.S. Department of the Interior","http://www.jem.gov","3001cdbc-7962-4c17-9c7d-11a0e014d498"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/NATIONAL ATLAS","National Atlas, U.S. Geological Survey, U.S. Department of the Interior","http://nationalatlas.gov/","3b9ea54b-d9d3-4646-88e3-8481711dec3c"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/NPO","National Program Office, U.S. Geological Survey, U.S. Department of the Interior","","db6147b1-b55e-440c-b2d5-df4ba05d1551"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/NRMSC/GNPFS","Glacier National Park Field Station, Northern Rocky Mountain Science Center, U.S. Geological Survey, U.S. Department of the Interior","http://nrmsc.usgs.gov/locations/glacier","e5c88af7-bb59-40ef-90d7-4fa0563a9a04"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/PHOTO-LIB/ES","Earth Science, Photo Library, U.S. Geological Survey, U.S. Department of the Interior","http://libraryphoto.cr.usgs.gov/","eb42c8ff-89d1-4bf4-9def-f256fee5f95a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/PUBS/ER/PW/MAPS/I-MAPS","Geologic Investigations Series, Maps, Publications Warehouse, Eastern Region, Publications, U.S. Geological Survey, U.S. Department of the Interior","http://pubs.usgs.gov/products/maps/i-maps.html","cf0ec9d2-2d12-4150-91e2-1ebc373aba15"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/SESC","Southeast Ecological Science Center, U.S. Geological Survey, U.S. Department of the Interior","http://fl.biology.usgs.gov/","5a7c22f7-0d02-45e2-9880-db5f9a2725a2"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/SESC/SOFIA","SOUTH FLORIDA INFORMATION ACCESS, SOUTHEAST ECOLOGICAL SCIENCE CENTER, U.S. GEOLOGICAL SURVEY, U.S. DEPARTMENT OF THE INTERIOR","http://sofia.usgs.gov/","5fa0eefc-8436-47c3-9847-26cefbd975ed"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/WGSC","Western Geographic Science Center, U.S. Geological Survey, U.S. Department of the Interior","http://geography.wr.usgs.gov/","dd95463f-ab5a-4b66-bdd5-3d9ed7f812b9"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/WNVM","West Nile Virus Maps, U.S. Geological Survey, U. S. Department of the Interior","http://westnilemaps.usgs.gov/","3545571b-5149-476a-8277-f3883119a420"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/WRD/AZWSC","Arizona Water Science Center, Water Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://az.water.usgs.gov/","f864a635-272a-4973-bee8-c7dda4bf038c"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/WRD/NJ","Water Resources Division, New Jersey, U.S. Geological Survey, U.S.Department of the Interior","http://nj.usgs.gov/","e5699e2a-68ed-4cf3-823d-3e4144151db6"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/WRD/NMWSC","New Mexico Water Science Center, Water Resources Division, U.S. Geological Survey, U.S. Department of the Interior","http://nm.water.usgs.gov/","05d356fe-8124-45c9-bc33-ff59cc6dda88"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","DOI/USGS/WRD/NVWSC","Nevada Water Science Center, Water Resources Division U.S. Geological Survey, U.S. Department of the Interior","http://nevada.usgs.gov/","35570a3c-cc72-4dc0-9645-b10c246eac12"
